2.21	0.77	2.18	1.59	1.49	2.51	11.61	0.11	0.36
2.16	0.76	2.14	1.63	1.38	2.48	11.13	0.11	0.36
2.30	0.82	2.14	1.74	1.25	2.34	11.44	0.11	0.36
1.72	0.64	2.06	1.69	1.19	1.28	9.84	0.11	0.36
1.54	0.52	1.84	1.56	0.98	1.23	9.48	0.10	0.36
1.68	0.51	1.94	1.59	1.12	1.11	9.63	0.10	0.36
2.06	0.68	2.43	1.99	1.40	1.21	9.14	0.12	0.36
2.13	0.71	2.62	2.36	1.15	1.22	9.73	0.12	0.36
1.99	0.72	2.67	2.48	1.01	1.18	9.19	0.12	0.36
1.47	0.56	1.50	1.20	0.90	1.22	9.74	0.10	0.36
1.63	0.57	1.47	1.24	0.80	1.13	9.85	0.10	0.36
1.76	0.57	1.52	1.25	0.87	1.15	10.08	0.11	0.36
2.22	0.76	2.56	2.32	1.08	1.22	9.24	0.12	0.36
2.28	0.77	2.73	2.45	1.19	1.17	9.58	0.12	0.36
2.05	0.74	2.78	2.55	1.13	1.05	10.50	0.12	0.36
2.21	0.64	2.65	2.43	1.09	1.20	11.22	0.12	0.36
1.76	0.53	2.34	2.12	1.01	0.99	10.49	0.11	0.36
1.45	0.32	1.80	1.61	0.80	1.10	11.13	0.10	0.36
1.44	0.30	1.78	1.64	0.71	1.17	11.13	0.10	0.36
1.73	0.38	2.06	1.90	0.83	1.11	11.13	0.11	0.36
1.97	0.52	2.48	2.31	0.91	1.18	10.67	0.12	0.36
2.06	0.67	2.80	2.60	1.04	1.15	10.67	0.12	0.36
1.94	0.69	2.85	2.69	0.94	1.12	11.13	0.12	0.36
1.63	0.48	2.04	1.81	0.96	1.75	5.75	0.11	0.36
1.60	0.38	1.94	1.72	0.91	1.68	5.89	0.10	0.36
1.27	0.27	1.64	1.43	0.81	1.71	5.95	0.09	0.36
1.27	0.44	1.28	1.01	0.79	1.47	5.99	0.09	0.36
1.20	0.47	1.16	0.92	0.70	1.51	6.90	0.08	0.36
1.28	0.45	1.31	1.00	0.84	1.52	9.92	0.08	0.36
1.14	0.46	1.16	0.93	0.70	1.47	8.19	0.08	0.36
1.12	0.46	1.17	0.91	0.74	1.38	8.13	0.08	0.36
1.19	0.41	1.22	0.99	0.72	1.36	8.11	0.08	0.36
1.49	0.38	1.36	1.09	0.81	1.37	8.46	0.09	0.36
1.73	0.38	1.56	1.27	0.91	1.36	9.99	0.10	0.36
1.64	0.41	1.77	1.47	0.99	1.32	9.74	0.11	0.36
1.62	0.44	1.85	1.55	1.03	1.31	9.36	0.11	0.36
1.59	0.43	2.00	1.71	1.04	1.23	9.47	0.11	0.36
2.17	0.91	2.10	1.78	1.13	1.25	9.38	0.14	0.36
2.17	0.83	1.86	1.45	1.17	1.15	9.14	0.13	0.36
1.96	0.78	1.71	1.44	0.93	1.08	6.32	0.13	0.36
1.40	0.64	1.17	1.02	0.59	1.08	4.68	0.09	0.36
1.47	0.60	1.22	0.90	0.82	1.14	9.48	0.09	0.36
1.50	0.62	1.27	1.08	0.68	1.18	9.36	0.09	0.36
1.73	0.72	1.43	1.18	0.83	1.15	8.81	0.10	0.36
2.01	0.77	1.65	1.29	1.02	1.16	9.01	0.11	0.36
1.22	0.35	1.23	1.04	0.67	1.07	9.14	0.09	0.36
1.20	0.38	1.21	0.99	0.69	1.04	9.14	0.09	0.36
1.20	0.45	1.15	0.97	0.60	1.07	8.89	0.08	0.36
1.08	0.39	1.03	0.88	0.54	1.12	9.74	0.08	0.36
0.99	0.40	0.96	0.75	0.61	1.14	6.29	0.07	0.36
1.01	0.39	1.04	0.89	0.55	1.14	8.78	0.07	0.36
1.48	0.26	2.10	1.99	0.71	1.17	5.22	0.12	0.36
1.44	0.27	1.93	1.65	1.01	1.18	5.12	0.12	0.36
1.30	0.20	1.76	1.66	0.57	1.29	5.21	0.11	0.36
1.08	0.32	1.26	1.04	0.72	1.40	5.95	0.08	0.36
1.18	0.31	1.30	1.10	0.70	1.39	5.87	0.08	0.36
1.03	0.29	1.27	1.12	0.62	1.34	5.57	0.08	0.36
1.19	0.38	1.27	1.14	0.55	1.31	5.52	0.09	0.36
1.13	0.35	1.31	1.18	0.56	1.36	5.83	0.08	0.36
1.16	0.36	1.34	1.18	0.63	1.44	5.78	0.08	0.36
1.38	0.43	1.88	1.74	0.72	1.45	6.59	0.11	0.36
1.56	0.46	1.85	1.70	0.74	1.44	6.39	0.10	0.36
1.67	0.49	1.84	1.62	0.89	1.55	7.07	0.10	0.36
1.32	0.35	1.27	1.09	0.65	1.26	6.55	0.08	0.36
1.15	0.35	1.25	1.07	0.65	1.37	7.31	0.08	0.36
1.33	0.37	1.28	1.11	0.66	1.40	6.84	0.08	0.36
1.29	0.39	1.38	1.29	0.49	1.56	6.12	0.12	0.36
1.35	0.42	1.37	1.25	0.57	1.50	6.16	0.12	0.36
1.54	0.46	1.51	1.38	0.60	1.50	6.60	0.12	0.36
