0.78	0.28	0.78	0.62	0.47	1.40	7.14	0.07	1.65
0.88	0.28	1.01	0.68	0.76	1.01	8.33	0.07	1.65
1.04	0.30	1.13	0.69	0.90	1.08	7.69	0.07	1.65
0.92	0.35	0.97	0.67	0.71	1.84	6.25	0.10	1.65
0.94	0.27	1.04	0.78	0.69	2.10	6.67	0.11	1.65
0.75	0.14	1.04	0.88	0.55	1.81	7.14	0.13	1.65
0.68	0.08	1.00	0.85	0.54	1.84	7.14	0.13	1.65
0.72	0.02	1.03	0.84	0.61	1.69	7.14	0.14	1.65
0.59	0.01	0.96	0.85	0.45	1.59	7.14	0.14	1.65
0.86	0.34	0.85	0.68	0.52	0.57	6.67	0.10	1.65
1.00	0.23	1.27	1.04	0.74	0.39	9.09	0.11	1.65
0.95	0.27	0.95	0.90	0.34	0.74	3.70	0.10	1.65
